respondent_id,area_dubai,accommodation_type,household_size,monthly_budget_aed,weekly_chore_hours,academic_workload_1_5,chore_interference_1_5,cleanliness_satisfaction_1_5,sel_room,sel_bathroom,sel_kitchen,sel_laundry,sel_ironing,sel_dishwashing,sel_bedding,sel_trash,sel_grocery,sel_window,num_chores_selected,q2_filler_item,q3_anchor_item,q4_laundry_ironing_pairing,q5_grocery_bundling,q6_chores_per_visit,q7_preferred_package,exam_room,exam_bathroom,exam_kitchen,exam_laundry,exam_grocery,exam_dishwashing,num_exam_chores_selected,q9_laundry_addon_decision,q10_packaging_preference
R1214,Jumeirah Village Circle,University dorm/hostel,1,2510,7.3,5,4,2,0,1,0,1,1,0,1,0,0,1,5,Window cleaning,Bathroom cleaning,"Yes, always together",Not interested in either,3-4,Full Care,1,1,1,1,0,0,4,Depends on load size,"Either, depending on price"
R1215,Al Barsha,University dorm/hostel,3,4660,1.4,3,1,4,1,1,1,0,0,0,0,0,0,1,4,Window cleaning,Bathroom cleaning,"No, separately",Not interested in either,1-2,Standard Clean,1,0,0,0,0,1,2,Depends on load size,Build my own each time
R1216,Al Barsha,Shared apartment,4,4450,2.0,2,2,4,1,1,0,0,0,0,1,0,0,1,4,Window cleaning,Room/floor cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,0,1,1,1,5,Yes,"Either, depending on price"
R1217,Jumeirah Village Circle,Living with family,4,6490,5.9,2,2,4,1,1,1,1,0,0,1,0,0,0,5,Bedding/linen change,Bathroom cleaning,"No, separately",Separate service,5-6,Standard Clean,1,1,1,1,1,0,5,Depends on load size,Build my own each time
R1218,Academic City,Living with family,4,4720,2.0,5,1,5,1,1,0,1,0,1,1,0,1,0,6,Bedding/linen change,Bathroom cleaning,"No, separately",Bundled together,5-6,None of these - custom mix,1,0,1,1,0,0,3,Depends on load size,One flat all-inclusive package
R1219,Deira,University dorm/hostel,3,2700,4.1,4,3,3,1,1,1,0,0,0,1,1,0,0,5,Bedding/linen change,Kitchen cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,0,1,0,0,0,1,2,Yes,One flat all-inclusive package
R1220,Jumeirah Village Circle,Shared apartment,2,4330,6.1,3,2,4,1,1,1,1,1,1,0,0,0,0,6,Ironing,Kitchen cleaning,"Yes, always together",Not interested in either,3-4,Full Care,1,0,0,1,0,1,3,Yes,One flat all-inclusive package
R1221,Academic City,Shared apartment,4,5050,2.1,5,2,5,1,1,1,1,1,1,0,1,1,0,8,Dishwashing,Bathroom cleaning,"Yes, always together",Bundled together,5-6,Exam Week Rescue,1,1,1,0,1,1,5,Depends on load size,One flat all-inclusive package
R1222,Dubai Silicon Oasis,Living with family,4,5050,4.2,5,3,2,1,0,0,1,0,0,1,0,0,0,3,Bedding/linen change,Room/floor cleaning,Don't need ironing,Not interested in either,1-2,None of these - custom mix,1,1,1,0,0,0,3,No,One flat all-inclusive package
R1223,Discovery Gardens,Living with family,4,4610,1.3,5,2,5,1,1,1,0,0,1,0,1,0,0,5,Dishwashing,Bathroom cleaning,Don't need ironing,Separate service,3-4,Standard Clean,1,1,1,0,0,0,3,Depends on load size,Build my own each time
R1224,Al Barsha,Living with family,2,5390,3.8,5,4,2,1,1,1,1,0,1,0,0,0,0,5,Dishwashing,Bathroom cleaning,Don't need ironing,Not interested in either,5-6,Full Care,1,1,1,1,0,0,4,Depends on load size,One flat all-inclusive package
R1225,Al Barsha,Shared apartment,5,5140,4.1,3,2,5,1,1,0,0,0,0,1,1,0,0,4,Bedding/linen change,Room/floor cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,0,0,0,0,2,No,One flat all-inclusive package
R1226,Al Qusais,Shared apartment,5,5440,1.0,4,2,4,1,0,0,1,1,0,0,0,0,0,3,Ironing,Room/floor cleaning,"Yes, always together",Separate service,3-4,Standard Clean,1,0,0,1,0,0,2,Yes,One flat all-inclusive package
R1227,Discovery Gardens,Shared apartment,4,4410,4.9,3,2,3,1,1,1,0,0,0,0,0,0,1,4,Window cleaning,Bathroom cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,0,0,0,1,0,2,No,Build my own each time
R1228,Bur Dubai,University dorm/hostel,2,2970,5.0,5,4,2,1,1,0,1,1,0,0,1,0,1,6,Trash disposal,Room/floor cleaning,"Yes, always together",Separate service,5-6,None of these - custom mix,1,1,1,1,0,1,5,Yes,"Either, depending on price"
R1229,Academic City,Living with family,6,4110,4.1,4,3,4,0,1,1,1,0,0,1,1,0,1,6,Trash disposal,Kitchen cleaning,"No, separately",Not interested in either,3-4,Standard Clean,1,1,0,1,0,1,4,No,"Either, depending on price"
R1230,Deira,Living with family,5,5590,3.9,4,2,4,0,1,1,0,0,1,0,1,0,0,4,Trash disposal,Kitchen cleaning,Don't need ironing,Not interested in either,1-2,None of these - custom mix,1,1,1,0,0,0,3,Depends on load size,One flat all-inclusive package
R1231,Academic City,Living with family,3,2760,7.2,4,4,1,1,1,1,0,0,0,0,0,0,0,3,None selected,Room/floor cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,0,1,0,1,1,4,No,One flat all-inclusive package
R1232,Academic City,Living with family,4,4420,4.3,2,1,5,1,1,0,0,0,0,1,0,0,0,3,Bedding/linen change,Bathroom cleaning,Don't need ironing,Not interested in either,3-4,Quick Tidy,1,1,1,0,0,0,3,Depends on load size,One flat all-inclusive package
R1233,Academic City,Shared apartment,4,2950,3.1,4,3,3,1,1,0,0,0,0,1,0,0,0,3,Bedding/linen change,Bathroom cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,1,0,1,0,4,No,"Either, depending on price"
R1234,Al Barsha,Apartment alone,1,4440,5.7,5,4,2,1,1,1,0,0,0,0,1,0,0,4,Trash disposal,Bathroom cleaning,Don't need ironing,Separate service,3-4,Standard Clean,1,1,1,0,0,1,4,Depends on load size,One flat all-inclusive package
R1235,Jumeirah Village Circle,Living with family,4,5690,5.1,5,5,1,1,0,1,0,1,1,0,0,1,0,5,Ironing,Kitchen cleaning,Don't need ironing,Bundled together,5-6,None of these - custom mix,1,1,1,0,1,0,4,No,"Either, depending on price"
R1236,Al Barsha,Living with family,5,4170,3.6,1,1,5,0,1,1,0,0,0,0,0,1,1,4,Window cleaning,Kitchen cleaning,Don't need ironing,Bundled together,3-4,Standard Clean,1,0,1,0,1,0,3,Depends on load size,Build my own each time
R1237,Dubai Silicon Oasis,University dorm/hostel,3,3270,4.6,2,1,5,0,1,0,1,1,0,0,0,1,0,4,Ironing,Bathroom cleaning,"Yes, always together",Bundled together,3-4,Standard Clean,1,1,1,1,0,1,5,Depends on load size,One flat all-inclusive package
R1238,Academic City,Shared apartment,5,1600,2.1,2,1,4,1,1,0,1,1,0,0,0,0,0,4,Ironing,Room/floor cleaning,"Yes, always together",Not interested in either,3-4,Standard Clean,1,1,0,1,0,0,3,Yes,Build my own each time
R1239,Dubai Silicon Oasis,University dorm/hostel,2,4240,3.7,4,2,4,1,1,1,1,1,0,0,1,0,0,6,Trash disposal,Kitchen cleaning,"No, separately",Separate service,5-6,Full Care,0,1,1,1,1,0,4,Depends on load size,One flat all-inclusive package
R1240,Al Qusais,Living with family,2,4800,2.2,5,3,2,1,0,0,0,0,0,0,1,1,0,3,Trash disposal,Room/floor cleaning,Don't need ironing,Bundled together,3-4,None of these - custom mix,1,1,0,1,1,1,5,Depends on load size,"Either, depending on price"
R1241,Al Qusais,Shared apartment,5,6530,7.0,3,1,5,1,1,1,1,1,1,0,1,0,0,7,Ironing,Bathroom cleaning,"Yes, always together",Not interested in either,5-6,Exam Week Rescue,1,1,1,1,1,1,6,Yes,One flat all-inclusive package
R1242,Bur Dubai,University dorm/hostel,3,2770,2.0,4,1,5,1,1,1,1,0,0,0,1,0,0,5,Trash disposal,Room/floor cleaning,"No, separately",Separate service,5-6,Full Care,1,1,0,0,1,0,3,Depends on load size,Build my own each time
R1243,Discovery Gardens,Apartment alone,1,4710,4.1,5,2,3,1,1,1,0,0,1,0,1,0,0,5,Trash disposal,Room/floor cleaning,Don't need ironing,Not interested in either,5-6,Standard Clean,1,1,0,1,0,0,3,Depends on load size,Build my own each time
R1244,Dubai Silicon Oasis,Shared apartment,2,3850,3.6,4,3,3,1,1,1,0,0,1,0,1,1,0,6,Trash disposal,Bathroom cleaning,Don't need ironing,Bundled together,5-6,Full Care,1,1,0,0,1,0,3,No,One flat all-inclusive package
R1245,Bur Dubai,Shared apartment,5,5710,5.3,4,4,1,1,1,1,0,0,0,0,0,0,0,3,None selected,Kitchen cleaning,Don't need ironing,Separate service,3-4,Standard Clean,1,1,0,0,0,0,2,Yes,Build my own each time
R1246,Discovery Gardens,University dorm/hostel,3,3070,3.9,4,2,5,1,1,1,1,0,1,0,0,0,1,6,Dishwashing,Room/floor cleaning,"No, separately",Separate service,3-4,Full Care,1,1,1,1,1,0,5,Depends on load size,One flat all-inclusive package
R1247,Al Qusais,Apartment alone,1,4790,8.0,4,3,4,0,1,1,0,0,0,1,0,0,1,4,Bedding/linen change,Bathroom cleaning,Don't need ironing,Not interested in either,3-4,None of these - custom mix,0,1,1,0,0,1,3,Depends on load size,One flat all-inclusive package
R1248,Al Qusais,Shared apartment,3,4350,3.2,3,2,3,1,1,0,1,0,0,0,0,0,0,3,None selected,Room/floor cleaning,"No, separately",Not interested in either,3-4,Quick Tidy,0,1,1,1,0,0,3,No,One flat all-inclusive package
R1249,Bur Dubai,Apartment alone,1,4660,6.1,4,4,3,1,1,1,1,1,1,0,0,0,1,7,Dishwashing,Bathroom cleaning,"Yes, always together",Separate service,All of them,Exam Week Rescue,1,1,1,1,1,1,6,Yes,"Either, depending on price"
R1250,Al Barsha,Shared apartment,4,2870,2.3,4,1,5,1,0,1,1,0,0,1,1,1,0,6,Trash disposal,Room/floor cleaning,"No, separately",Bundled together,3-4,None of these - custom mix,1,1,1,1,1,1,6,No,One flat all-inclusive package
R1251,Discovery Gardens,Living with family,3,4170,8.8,5,4,2,1,1,1,1,1,1,0,0,1,0,7,Ironing,Room/floor cleaning,"Yes, always together",Separate service,5-6,Exam Week Rescue,1,1,0,0,1,0,3,Depends on load size,One flat all-inclusive package
R1252,Bur Dubai,Shared apartment,2,5000,2.6,4,3,2,1,1,1,1,0,1,1,1,1,0,8,Dishwashing,Bathroom cleaning,"No, separately",Bundled together,All of them,Exam Week Rescue,1,1,0,1,1,0,4,Depends on load size,One flat all-inclusive package
R1253,Al Barsha,Shared apartment,3,2060,5.1,4,3,3,1,1,1,0,0,0,0,0,0,0,3,None selected,Bathroom cleaning,Don't need ironing,Not interested in either,1-2,Standard Clean,1,0,0,1,0,1,3,No,"Either, depending on price"
R1254,Dubai Silicon Oasis,Living with family,5,4090,4.8,2,2,4,1,1,1,1,1,1,1,0,0,0,7,Bedding/linen change,Bathroom cleaning,"Yes, always together",Separate service,5-6,Full Care,1,1,0,1,0,0,3,Yes,One flat all-inclusive package
R1255,Academic City,Shared apartment,2,2520,5.8,3,3,3,1,1,1,0,0,0,0,0,0,0,3,None selected,Kitchen cleaning,"No, separately",Not interested in either,3-4,Standard Clean,1,1,0,1,0,0,3,Yes,One flat all-inclusive package
R1256,Al Qusais,University dorm/hostel,2,4870,4.6,1,1,4,0,1,1,1,0,1,0,1,1,0,6,Trash disposal,Kitchen cleaning,Don't need ironing,Bundled together,5-6,None of these - custom mix,1,1,0,0,1,0,3,Depends on load size,"Either, depending on price"
R1257,Jumeirah Village Circle,University dorm/hostel,2,1070,4.7,3,3,2,1,1,1,1,1,0,1,1,0,0,7,Trash disposal,Kitchen cleaning,"Yes, always together",Not interested in either,5-6,None of these - custom mix,1,1,0,1,0,1,4,Yes,One flat all-inclusive package
R1258,Academic City,Apartment alone,1,3620,5.6,4,2,4,1,1,1,1,0,0,0,0,0,0,4,None selected,Bathroom cleaning,"No, separately",Not interested in either,1-2,Full Care,1,0,1,1,0,0,3,Yes,"Either, depending on price"
R1259,Dubai Silicon Oasis,Shared apartment,3,4030,4.2,5,2,4,1,1,1,1,1,0,0,1,0,0,6,Ironing,Kitchen cleaning,"Yes, always together",Not interested in either,5-6,Full Care,1,1,1,1,0,1,5,Yes,One flat all-inclusive package
R1260,Academic City,Apartment alone,1,6590,7.4,2,3,3,1,0,1,0,0,1,1,0,0,0,4,Dishwashing,Room/floor cleaning,Don't need ironing,Separate service,3-4,None of these - custom mix,1,0,0,0,0,1,2,No,One flat all-inclusive package
R1261,Al Qusais,University dorm/hostel,3,3110,8.9,3,4,2,1,1,1,1,0,0,0,0,0,0,4,None selected,Bathroom cleaning,"No, separately",Not interested in either,1-2,Standard Clean,1,0,0,1,1,0,3,No,"Either, depending on price"
R1262,Dubai Silicon Oasis,University dorm/hostel,2,2420,3.9,5,3,4,1,1,0,1,0,0,0,0,0,1,4,Window cleaning,Bathroom cleaning,"No, separately",Not interested in either,1-2,Standard Clean,1,0,0,1,1,0,3,No,"Either, depending on price"
R1263,Academic City,University dorm/hostel,2,5830,2.3,3,2,5,1,1,1,1,0,0,1,0,0,0,5,Bedding/linen change,Kitchen cleaning,Don't need ironing,Separate service,5-6,Full Care,1,0,1,1,0,0,3,Depends on load size,One flat all-inclusive package
R1264,Bur Dubai,Shared apartment,4,1470,3.8,4,4,2,1,1,1,0,0,1,1,0,0,1,6,Dishwashing,Bathroom cleaning,Don't need ironing,Separate service,5-6,Full Care,1,0,0,1,0,0,2,Yes,"Either, depending on price"
R1265,Jumeirah Village Circle,Shared apartment,3,800,9.7,4,5,2,0,1,0,0,0,0,1,1,0,0,3,Trash disposal,Bathroom cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,1,1,1,1,6,No,Build my own each time
R1266,Jumeirah Village Circle,Shared apartment,3,4120,2.9,4,4,2,1,1,1,1,1,0,1,0,0,1,7,Ironing,Room/floor cleaning,"Yes, always together",Separate service,5-6,Full Care,1,1,1,1,0,0,4,Depends on load size,"Either, depending on price"
R1267,Jumeirah Village Circle,Shared apartment,3,2800,7.8,2,3,3,1,1,1,0,0,1,0,0,0,0,4,Dishwashing,Kitchen cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,1,0,1,1,5,No,One flat all-inclusive package
R1268,Discovery Gardens,Living with family,2,2470,8.4,3,3,3,1,1,0,0,0,0,0,0,0,0,2,None selected,Room/floor cleaning,Don't need ironing,Not interested in either,1-2,Quick Tidy,1,1,1,0,0,0,3,No,One flat all-inclusive package
R1269,Al Barsha,Shared apartment,2,4490,3.9,4,1,5,1,1,0,0,0,0,1,1,1,0,5,Bedding/linen change,Bathroom cleaning,Don't need ironing,Separate service,5-6,None of these - custom mix,1,0,1,0,1,1,4,Yes,"Either, depending on price"
R1270,Deira,Shared apartment,3,3840,5.6,4,3,4,1,1,0,0,0,0,1,0,0,0,3,Bedding/linen change,Bathroom cleaning,Don't need ironing,Not interested in either,1-2,Standard Clean,1,1,1,0,0,0,3,Depends on load size,"Either, depending on price"
R1271,Deira,Apartment alone,1,3610,8.8,1,2,4,1,0,1,0,0,0,1,0,0,0,3,Bedding/linen change,Kitchen cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,0,1,1,0,0,3,No,Build my own each time
R1272,Bur Dubai,Shared apartment,3,1710,3.7,4,4,2,1,1,1,0,0,0,0,0,0,0,3,None selected,Bathroom cleaning,"No, separately",Separate service,3-4,Standard Clean,1,0,1,0,1,0,3,Depends on load size,Build my own each time
R1273,Bur Dubai,Shared apartment,5,4720,3.1,1,1,5,1,1,1,0,0,0,1,0,0,0,4,Bedding/linen change,Kitchen cleaning,Don't need ironing,Not interested in either,1-2,Standard Clean,0,1,0,0,0,0,1,Yes,One flat all-inclusive package
R1274,Academic City,Living with family,3,4810,3.3,4,2,3,1,1,1,1,0,1,0,1,1,0,7,Trash disposal,Bathroom cleaning,"No, separately",Bundled together,All of them,Full Care,1,1,0,0,1,0,3,No,One flat all-inclusive package
R1275,Academic City,Living with family,4,3760,2.0,3,2,5,1,1,1,1,1,1,0,0,0,0,6,Dishwashing,Room/floor cleaning,"Yes, always together",Not interested in either,5-6,Standard Clean,1,1,1,1,1,1,6,Depends on load size,One flat all-inclusive package
R1276,Deira,University dorm/hostel,2,5790,3.7,5,3,3,1,1,1,1,1,0,1,0,0,1,7,Ironing,Bathroom cleaning,"Yes, always together",Not interested in either,All of them,Full Care,1,1,1,1,1,1,6,Depends on load size,One flat all-inclusive package
R1277,Academic City,Living with family,2,2400,2.6,3,3,3,1,1,0,0,0,0,0,0,0,0,2,None selected,Bathroom cleaning,Don't need ironing,Separate service,1-2,Quick Tidy,1,1,0,0,1,0,3,Yes,One flat all-inclusive package
R1278,Jumeirah Village Circle,Shared apartment,4,1360,4.1,3,2,4,1,1,1,0,0,0,0,0,0,1,4,Window cleaning,Kitchen cleaning,"No, separately",Not interested in either,1-2,Standard Clean,1,0,1,0,0,1,3,Depends on load size,"Either, depending on price"
R1279,Deira,Shared apartment,2,2530,3.5,2,2,4,0,1,1,1,1,1,0,1,0,0,6,Dishwashing,Kitchen cleaning,"Yes, always together",Separate service,3-4,Standard Clean,1,1,1,1,0,0,4,No,One flat all-inclusive package
R1280,Bur Dubai,Shared apartment,5,3440,4.0,3,1,4,1,1,1,0,0,1,0,0,0,0,4,Dishwashing,Kitchen cleaning,"No, separately",Not interested in either,3-4,Standard Clean,1,1,0,0,1,1,4,No,Build my own each time
R1281,Discovery Gardens,Living with family,2,4240,1.9,5,1,5,1,1,1,1,1,1,1,0,0,0,7,Dishwashing,Bathroom cleaning,"Yes, always together",Not interested in either,All of them,Full Care,1,1,0,1,0,1,4,Yes,One flat all-inclusive package
R1282,Discovery Gardens,Shared apartment,3,3160,5.2,5,3,3,1,1,1,1,0,1,1,0,0,0,6,Dishwashing,Room/floor cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,1,1,1,0,5,No,One flat all-inclusive package
R1283,Dubai Silicon Oasis,Shared apartment,2,3990,6.7,3,3,3,1,1,1,0,1,0,0,0,0,0,4,Ironing,Room/floor cleaning,"No, separately",Separate service,1-2,Standard Clean,1,1,1,0,0,0,3,Yes,Build my own each time
R1284,Academic City,Shared apartment,5,1750,1.0,3,1,5,1,1,1,1,0,1,1,1,0,0,7,Trash disposal,Kitchen cleaning,Don't need ironing,Not interested in either,5-6,Full Care,0,1,1,1,1,0,4,No,One flat all-inclusive package
R1285,Dubai Silicon Oasis,University dorm/hostel,2,5220,5.7,4,2,5,1,0,1,1,1,1,1,0,0,0,6,Bedding/linen change,Room/floor cleaning,"Yes, always together",Not interested in either,5-6,None of these - custom mix,1,1,0,0,0,0,2,Yes,"Either, depending on price"
R1286,Academic City,University dorm/hostel,2,3080,7.5,5,3,3,1,0,0,0,0,0,1,1,0,0,3,Trash disposal,Room/floor cleaning,Don't need ironing,Separate service,3-4,None of these - custom mix,1,1,1,0,0,0,3,Yes,"Either, depending on price"
R1287,Academic City,University dorm/hostel,1,4760,3.1,4,2,4,1,1,0,0,1,0,1,0,1,0,5,Ironing,Bathroom cleaning,Don't need ironing,Bundled together,5-6,None of these - custom mix,1,1,1,0,1,1,5,Depends on load size,"Either, depending on price"
R1288,Al Barsha,University dorm/hostel,2,3680,8.3,3,2,3,1,1,1,1,1,1,0,0,0,0,6,Ironing,Bathroom cleaning,"Yes, always together",Separate service,3-4,Standard Clean,1,0,1,1,0,1,4,Depends on load size,"Either, depending on price"
R1289,Academic City,University dorm/hostel,1,3840,6.3,3,3,3,1,1,1,0,0,0,1,0,0,0,4,Bedding/linen change,Room/floor cleaning,"No, separately",Not interested in either,3-4,Standard Clean,0,1,0,0,0,0,1,Depends on load size,"Either, depending on price"
R1290,Dubai Silicon Oasis,University dorm/hostel,3,4000,3.1,4,2,4,1,0,0,1,1,0,0,0,0,0,3,Ironing,Room/floor cleaning,"Yes, always together",Not interested in either,1-2,Standard Clean,0,1,0,0,0,0,1,Yes,"Either, depending on price"
R1291,Dubai Silicon Oasis,Shared apartment,3,4130,4.4,1,1,5,1,0,0,1,1,0,0,0,0,0,3,Ironing,Room/floor cleaning,"Yes, always together",Not interested in either,3-4,None of these - custom mix,1,1,0,1,0,0,3,No,One flat all-inclusive package
R1292,Deira,University dorm/hostel,1,4100,6.6,4,3,3,1,1,1,1,1,1,0,0,0,0,6,Ironing,Bathroom cleaning,"No, separately",Not interested in either,5-6,Full Care,1,1,0,1,0,0,3,Depends on load size,One flat all-inclusive package
R1293,Discovery Gardens,Shared apartment,2,5360,5.2,3,2,3,1,1,1,0,0,0,1,0,0,1,5,Window cleaning,Room/floor cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,1,0,0,1,4,Depends on load size,Build my own each time
R1294,Dubai Silicon Oasis,Living with family,4,4180,5.1,4,3,3,1,1,1,1,1,1,0,1,0,0,7,Dishwashing,Kitchen cleaning,"Yes, always together",Not interested in either,5-6,Exam Week Rescue,1,1,0,1,0,1,4,No,One flat all-inclusive package
R1295,Academic City,Shared apartment,4,4490,2.2,2,2,3,1,1,0,0,0,0,1,1,0,0,4,Bedding/linen change,Bathroom cleaning,Don't need ironing,Separate service,1-2,Standard Clean,1,1,0,1,0,0,3,Depends on load size,Build my own each time
R1296,Jumeirah Village Circle,Apartment alone,1,4270,5.8,4,1,5,1,1,0,0,0,0,0,1,1,0,4,Trash disposal,Room/floor cleaning,Don't need ironing,Bundled together,1-2,None of these - custom mix,0,1,1,0,1,0,3,Depends on load size,One flat all-inclusive package
R1297,Al Barsha,University dorm/hostel,1,5220,2.7,3,2,4,1,0,1,0,0,0,0,0,0,0,2,None selected,Kitchen cleaning,Don't need ironing,Not interested in either,1-2,None of these - custom mix,0,1,0,0,1,1,3,Depends on load size,"Either, depending on price"
R1298,Academic City,University dorm/hostel,2,2250,4.8,4,3,2,1,1,0,1,1,0,0,1,1,1,7,Window cleaning,Bathroom cleaning,"No, separately",Bundled together,All of them,Exam Week Rescue,0,1,0,1,1,1,4,Yes,One flat all-inclusive package
R1299,Dubai Silicon Oasis,University dorm/hostel,2,5720,3.2,2,2,4,1,1,1,0,0,1,0,0,0,0,4,Dishwashing,Bathroom cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,0,1,0,1,4,Yes,Build my own each time
